"I.D. Faena";"N° Orden";"Fecha";"Clasifica";"Código";"Cuartel/Potrero";"Cultivo";"Variedad";"Faena";"Labor";"Total Faena";"Realizada";"Total Jornadas";"Trabajador";"Usuario Login";"Usuario";"Est.Fenologico";"Forma Pago";"Estado Faena"
"78.741";"1420";"19-01-2026";"EEII";"EEII 2";"18 - Ha:2.120, Pl:3460";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 58,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.710";"1409";"19-01-2026";"EEII";"EEII 1";"9 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 164,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.709";"1409";"19-01-2026";"EEII";"EEII 1";"12 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 164,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.708";"1409";"19-01-2026";"EEII";"EEII 1";"11 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 164,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.707";"1409";"19-01-2026";"EEII";"EEII 1";"10 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 165,5";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.130";"1475";"18-01-2026";"EEIII";"EEIII 4";"47 - Ha:2.830, Pl:4707";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 51,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.129";"1475";"18-01-2026";"EEIII";"EEIII 4";"44 - Ha:3.650, Pl:6089";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 66,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.128";"1475";"18-01-2026";"EEIII";"EEIII 4";"41 - Ha:3.860, Pl:6429";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 70,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.127";"1475";"18-01-2026";"EEIII";"EEIII 3 B";"38 - Ha:4.060, Pl:6720";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 74,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.126";"1475";"18-01-2026";"EEIII";"EEIII 3 B";"35 - Ha:4.320, Pl:7147";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 78,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.125";"1475";"18-01-2026";"EEIII";"EEIII 3 B";"32 - Ha:4.540, Pl:7491";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 83,2";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.124";"1475";"18-01-2026";"EEIII";"EEIII 3 A";"29 - Ha:2.250, Pl:3739";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 41,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.123";"1475";"18-01-2026";"EEIII";"EEIII 3 A";"25 - Ha:2.000, Pl:3260";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 36,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.122";"1475";"18-01-2026";"EEIII";"EEIII 3 A";"24 - Ha:3.640, Pl:5986";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 66,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.073";"1468";"18-01-2026";"EEIII";"EEIII 4";"46 - Ha:3.830, Pl:6382";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 62,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.072";"1468";"18-01-2026";"EEIII";"EEIII 4";"43 - Ha:4.230, Pl:7055";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 69,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.071";"1468";"18-01-2026";"EEIII";"EEIII 4";"40 - Ha:4.230, Pl:7055";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 69,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.070";"1468";"18-01-2026";"EEIII";"EEIII 3 B";"37 - Ha:4.260, Pl:7055";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 69,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.069";"1468";"18-01-2026";"EEIII";"EEIII 3 B";"34 - Ha:4.260, Pl:7055";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 69,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.068";"1468";"18-01-2026";"EEIII";"EEIII 3 B";"31 - Ha:4.260, Pl:7055";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 69,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.067";"1468";"18-01-2026";"EEIII";"EEIII 3 A";"28 - Ha:4.280, Pl:7050";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 69,5";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.066";"1468";"18-01-2026";"EEIII";"EEIII 3 A";"23 - Ha:3.640, Pl:5986";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 59,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.011";"1461";"18-01-2026";"EEIII";"EEIII 4";"45 - Ha:4.260, Pl:7100";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 69,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.010";"1461";"18-01-2026";"EEIII";"EEIII 4";"42 - Ha:4.230, Pl:7055";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 68,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.009";"1461";"18-01-2026";"EEIII";"EEIII 4";"39 - Ha:4.230, Pl:7055";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 68,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.008";"1461";"18-01-2026";"EEIII";"EEIII 3 B";"36 - Ha:4.320, Pl:7140";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 71,2";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.007";"1461";"18-01-2026";"EEIII";"EEIII 3 B";"33 - Ha:4.260, Pl:7056";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 69,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.006";"1461";"18-01-2026";"EEIII";"EEIII 3 B";"30 - Ha:4.320, Pl:7140";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 70,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.005";"1461";"18-01-2026";"EEIII";"EEIII 3 A";"27 - Ha:2.850, Pl:4648";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 46,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.004";"1461";"18-01-2026";"EEIII";"EEIII 3 A";"26 - Ha:2.800, Pl:4565";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 45,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.003";"1461";"18-01-2026";"EEIII";"EEIII 3 A";"22 - Ha:3.640, Pl:5986";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 59,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.798";"1428";"18-01-2026";"EEII";"EEII 1";"4 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 111,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.797";"1428";"18-01-2026";"EEII";"EEII 1";"3 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 111,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.796";"1428";"18-01-2026";"EEII";"EEII 1";"2 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 111,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.795";"1428";"18-01-2026";"EEII";"EEII 2";"17 - Ha:3.430, Pl:7544";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 69,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.794";"1428";"18-01-2026";"EEII";"EEII 2";"16 - Ha:4.900, Pl:8160";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 98,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.793";"1428";"18-01-2026";"EEII";"EEII 1";"1 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 112,8";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.752";"1422";"18-01-2026";"EEII";"EEII 1";"8 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 105,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.751";"1422";"18-01-2026";"EEII";"EEII 1";"7 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 106,5";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.750";"1422";"18-01-2026";"EEII";"EEII 1";"6 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 105,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.749";"1422";"18-01-2026";"EEII";"EEII 1";"5 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 105,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.748";"1422";"18-01-2026";"EEII";"EEII 2";"21 - Ha:3.190, Pl:5211";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 60,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.747";"1422";"18-01-2026";"EEII";"EEII 2";"19 - Ha:3.590, Pl:5867";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 68,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.746";"1422";"18-01-2026";"EEII";"EEII 2";"15 - Ha:3.440, Pl:5619";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 65,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.745";"1422";"18-01-2026";"EEII";"EEII 2";"14 - Ha:2.280, Pl:3726";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 43,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.744";"1421";"18-01-2026";"EEII";"EEII 2";"20 - Ha:4.680, Pl:7659";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 127,6";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.743";"1421";"18-01-2026";"EEII";"EEII 2";"18 - Ha:2.120, Pl:3460";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 58,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.706";"1408";"18-01-2026";"EEII";"EEII 1";"9 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 164,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.705";"1408";"18-01-2026";"EEII";"EEII 1";"12 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 164,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.704";"1408";"18-01-2026";"EEII";"EEII 1";"11 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 164,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.703";"1408";"18-01-2026";"EEII";"EEII 1";"10 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 165,5";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.002";"1460";"17-01-2026";"EEIII";"EEIII 4";"47 - Ha:2.830, Pl:4707";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 45,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.001";"1460";"17-01-2026";"EEIII";"EEIII 4";"44 - Ha:3.650, Pl:6089";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 59,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"79.000";"1460";"17-01-2026";"EEIII";"EEIII 4";"41 - Ha:3.860, Pl:6429";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 62,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.999";"1460";"17-01-2026";"EEIII";"EEIII 3 B";"38 - Ha:4.060, Pl:6720";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 65,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.998";"1460";"17-01-2026";"EEIII";"EEIII 3 B";"35 - Ha:4.320, Pl:7147";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 69,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.997";"1460";"17-01-2026";"EEIII";"EEIII 3 B";"32 - Ha:4.540, Pl:7491";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 73,8";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.996";"1460";"17-01-2026";"EEIII";"EEIII 3 A";"29 - Ha:2.250, Pl:3739";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 36,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.995";"1460";"17-01-2026";"EEIII";"EEIII 3 A";"25 - Ha:2.000, Pl:3260";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 32,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.994";"1460";"17-01-2026";"EEIII";"EEIII 3 A";"24 - Ha:3.640, Pl:5986";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 58,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.966";"1456";"17-01-2026";"EEIII";"EEIII 4";"46 - Ha:3.830, Pl:6382";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 62,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.965";"1456";"17-01-2026";"EEIII";"EEIII 4";"43 - Ha:4.230, Pl:7055";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 69,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.964";"1456";"17-01-2026";"EEIII";"EEIII 4";"40 - Ha:4.230, Pl:7055";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 69,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.963";"1456";"17-01-2026";"EEIII";"EEIII 3 B";"37 - Ha:4.260, Pl:7055";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 69,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.962";"1456";"17-01-2026";"EEIII";"EEIII 3 B";"34 - Ha:4.260, Pl:7055";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 69,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.961";"1456";"17-01-2026";"EEIII";"EEIII 3 B";"31 - Ha:4.260, Pl:7055";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 69,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.960";"1456";"17-01-2026";"EEIII";"EEIII 3 A";"28 - Ha:4.280, Pl:7050";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 69,5";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.959";"1456";"17-01-2026";"EEIII";"EEIII 3 A";"23 - Ha:3.640, Pl:5986";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 59,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.942";"1453";"17-01-2026";"EEIII";"EEIII 4";"45 - Ha:4.260, Pl:7100";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 69,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.941";"1453";"17-01-2026";"EEIII";"EEIII 4";"42 - Ha:4.230, Pl:7055";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 68,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.940";"1453";"17-01-2026";"EEIII";"EEIII 4";"39 - Ha:4.230, Pl:7055";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 68,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.939";"1453";"17-01-2026";"EEIII";"EEIII 3 B";"36 - Ha:4.320, Pl:7140";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 71,2";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.938";"1453";"17-01-2026";"EEIII";"EEIII 3 B";"33 - Ha:4.260, Pl:7056";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 69,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.937";"1453";"17-01-2026";"EEIII";"EEIII 3 B";"30 - Ha:4.320, Pl:7140";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 70,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.936";"1453";"17-01-2026";"EEIII";"EEIII 3 A";"27 - Ha:2.850, Pl:4648";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 46,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.935";"1453";"17-01-2026";"EEIII";"EEIII 3 A";"26 - Ha:2.800, Pl:4565";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 45,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.934";"1453";"17-01-2026";"EEIII";"EEIII 3 A";"22 - Ha:3.640, Pl:5986";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 59,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.690";"1405";"17-01-2026";"EEII";"EEII 1";"4 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 111,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.689";"1405";"17-01-2026";"EEII";"EEII 1";"3 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 111,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.688";"1405";"17-01-2026";"EEII";"EEII 1";"2 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 111,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.687";"1405";"17-01-2026";"EEII";"EEII 2";"17 - Ha:3.430, Pl:7544";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 69,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.686";"1405";"17-01-2026";"EEII";"EEII 2";"16 - Ha:4.900, Pl:8160";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 98,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.685";"1405";"17-01-2026";"EEII";"EEII 1";"1 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 112,8";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.684";"1404";"17-01-2026";"EEII";"EEII 1";"8 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 105,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.683";"1404";"17-01-2026";"EEII";"EEII 1";"7 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 106,5";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.682";"1404";"17-01-2026";"EEII";"EEII 1";"6 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 105,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.681";"1404";"17-01-2026";"EEII";"EEII 1";"5 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 105,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.680";"1404";"17-01-2026";"EEII";"EEII 2";"21 - Ha:3.190, Pl:5211";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 60,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.679";"1404";"17-01-2026";"EEII";"EEII 2";"19 - Ha:3.590, Pl:5867";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 68,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.678";"1404";"17-01-2026";"EEII";"EEII 2";"15 - Ha:3.440, Pl:5619";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 65,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.677";"1404";"17-01-2026";"EEII";"EEII 2";"14 - Ha:2.280, Pl:3726";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 43,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.654";"1398";"17-01-2026";"EEII";"EEII 2";"20 - Ha:4.680, Pl:7659";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 127,6";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.653";"1398";"17-01-2026";"EEII";"EEII 2";"18 - Ha:2.120, Pl:3460";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 58,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.652";"1397";"17-01-2026";"EEII";"EEII 1";"9 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 164,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.651";"1397";"17-01-2026";"EEII";"EEII 1";"12 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 165,5";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.650";"1397";"17-01-2026";"EEII";"EEII 1";"11 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 164,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.649";"1397";"17-01-2026";"EEII";"EEII 1";"10 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 164,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.993";"1459";"16-01-2026";"EEIII";"EEIII 4";"47 - Ha:2.830, Pl:4707";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 45,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.992";"1459";"16-01-2026";"EEIII";"EEIII 4";"44 - Ha:3.650, Pl:6089";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 59,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.991";"1459";"16-01-2026";"EEIII";"EEIII 4";"41 - Ha:3.860, Pl:6429";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 62,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.990";"1459";"16-01-2026";"EEIII";"EEIII 3 B";"38 - Ha:4.060, Pl:6720";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 65,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.989";"1459";"16-01-2026";"EEIII";"EEIII 3 B";"35 - Ha:4.320, Pl:7147";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 69,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.988";"1459";"16-01-2026";"EEIII";"EEIII 3 B";"32 - Ha:4.540, Pl:7491";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 73,8";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.987";"1459";"16-01-2026";"EEIII";"EEIII 3 A";"29 - Ha:2.250, Pl:3739";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 36,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.986";"1459";"16-01-2026";"EEIII";"EEIII 3 A";"25 - Ha:2.000, Pl:3260";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 32,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
"78.985";"1459";"16-01-2026";"EEIII";"EEIII 3 A";"24 - Ha:3.640, Pl:5986";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 58,0";"";"0,00";"";"tomas";"";"Envero/Cosecha";"Día Lab.";"Confirmada"
