FINCA;ITEMS;UNIFICACION;USD;Año;Has;Valor inicial;Fincas;% de mod;USD Final
04 - EL ESPEJO;PERSONAL FINCA;Permanentes;38.020;2022;29,86;41582,65778;El Espejo;0,914324467;38.020
01 - LA CHIMBERA;SECADO;Jornales Secado;7.167;2022;40,5;34302,7979;Fincas Viejas;0,208925522;7.167
03 - PUENTE ALTO;SECADO;Jornales Secado;4.924;2022;26,18;34302,7979;Fincas Viejas;0,14353894;4.924
01 - LA CHIMBERA;SECADO;Combustible Secado;428;2022;40,5;1914,035668;Fincas Viejas;0,223746612;428
03 - PUENTE ALTO;SECADO;Combustible Secado;295;2022;26,18;1914,035668;Fincas Viejas;0,154114784;295
02 - CAMINO TRUNCADO;Energia Fincas;Energia Fincas;2.945;2022;66,0438;20038,83431;Fincas Viejas;0,14698911;2.945
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;1.220;2022;66,0438;2610,972307;Fincas Viejas;0,467229808;1.220
04 - EL ESPEJO;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones Repuestos;7.465;2022;29,86;8776,774617;El Espejo;0,850506597;7.465
04 - EL ESPEJO;FITOSANITARIOS;Fungicidas;628;2022;29,86;627,76;El Espejo;1;628
04 - EL ESPEJO;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;1.540;2022;29,86;1559,728385;El Espejo;0,987271539;1.540
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;909;2022;40,5;2610,972307;Fincas Viejas;0,348125038;909
03 - PUENTE ALTO;Energia Fincas;Energia Fincas;3.250;2022;26,18;20038,83431;Fincas Viejas;0,162163024;3.250
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;482;2022;26,18;2610,972307;Fincas Viejas;0,184645154;482
01 - LA CHIMBERA;INVERSIONES;Inversiones;20.597;2022;40,5;36588,28655;Fincas Viejas;0,578697191;20.597
02 - CAMINO TRUNCADO;INVERSIONES;Inversiones;6.780;2022;66,0438;36588,28655;Fincas Viejas;0,190475402;6.780
03 - PUENTE ALTO;PERSONAL FINCA;Contratados;3.273;2022;26,18;50924,80201;Fincas Viejas;0,064262715;3.273
04 - EL ESPEJO;PERSONAL FINCA;Contratados;126.960;2022;29,86;166713,3319;El Espejo;0,76154963;126.960
04 - EL ESPEJO;FITOSANITARIOS;Herbicidas;3.826;2022;29,86;4868,163894;El Espejo;0,785967378;3.826
04 - EL ESPEJO;FITOSANITARIOS;Insecticidas;1.874;2022;29,86;4133,616268;El Espejo;0,45331643;1.874
01 - LA CHIMBERA;FITOSANITARIOS;Herbicidas;3.376;2022;40,5;17701,34907;Fincas Viejas;0,190699582;3.376
03 - PUENTE ALTO;FITOSANITARIOS;Herbicidas;2.250;2022;26,18;17701,34907;Fincas Viejas;0,12713305;2.250
02 - CAMINO TRUNCADO;FERTILIZANTES;Inorganicos;29.105;2022;66,0438;104140,6281;Fincas Viejas;0,279477714;29.105
04 - EL ESPEJO;FERTILIZANTES;Inorganicos;91.934;2022;29,86;91934,42957;El Espejo;1;91.934
01 - LA CHIMBERA;FERTILIZANTES;Inorganicos;49.465;2022;40,5;104140,6281;Fincas Viejas;0,474983649;49.465
03 - PUENTE ALTO;FERTILIZANTES;Inorganicos;25.571;2022;26,18;104140,6281;Fincas Viejas;0,245538636;25.571
04 - EL ESPEJO;FITOSANITARIOS;Coadyuvantes;693;2022;29,86;791,5443954;El Espejo;0,875705651;693
02 - Camino Truncado;ADMINISTRACION;Administracion San Juan;1.489;2022;66,0438;32186,23869;Fincas Viejas;0,046257326;1.489
02 - Camino Truncado;FITOSANITARIOS;Herbicidas;2.916;2022;66,0438;17701,34907;Fincas Viejas;0,164716591;2.916
02 - Camino Truncado;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;1.621;2022;66,0438;11376,43478;Fincas Viejas;0,101681338;1.621
02 - Camino Truncado;Energia Fincas;Energia Fincas;803;2022;66,0438;20038,83431;Fincas Viejas;0,040095082;803
02 - Camino Truncado;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;567;2022;66,0438;14555,54351;Fincas Viejas;0,038929669;567
02 - Camino Truncado;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones Repuestos;3.239;2022;66,0438;56355,17907;Fincas Viejas;0,061369769;3.239
04 - El Espejo;ADMINISTRACION;Administracion San Juan;1.271;2022;29,86;14493,32024;El Espejo;0,087693735;1.271
04 - El Espejo;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;276;2022;29,86;3039,444857;El Espejo;0,090912614;276
04 - El Espejo;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;1.307;2022;29,86;3965,549966;El Espejo;0,329531517;1.307
04 - El Espejo;FITOSANITARIOS;Insecticidas;2.260;2022;29,86;4133,616268;El Espejo;0,54668357;2.260
04 - El Espejo;FITOSANITARIOS;Herbicidas;1.042;2022;29,86;4868,163894;El Espejo;0,214032622;1.042
04 - El Espejo;Energia Fincas;Energia Fincas;5.491;2022;29,86;66625,39509;El Espejo;0,082417771;5.491
04 - El Espejo;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones Repuestos;1.312;2022;29,86;8776,774617;El Espejo;0,149493403;1.312
01 - La Chimbera;ADMINISTRACION;Administracion San Juan;929;2022;40,5;32186,23869;Fincas Viejas;0,028870559;929
01 - La Chimbera;FITOSANITARIOS;Herbicidas;1.749;2022;40,5;17701,34907;Fincas Viejas;0,098829955;1.749
01 - La Chimbera;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;946;2022;40,5;11376,43478;Fincas Viejas;0,059294567;946
01 - La Chimbera;Energia Fincas;Energia Fincas;3.017;2022;40,5;20038,83431;Fincas Viejas;0,150542692;3.017
01 - La Chimbera;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;499;2022;40,5;14555,54351;Fincas Viejas;0,034302459;499
01 - La Chimbera;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones Repuestos;1.714;2022;40,5;56355,17907;Fincas Viejas;0,032467061;1.714
03 - Puente Alto;ADMINISTRACION;Administracion San Juan;619;2022;26,18;32186,23869;Fincas Viejas;0,019247039;619
03 - Puente Alto;FITOSANITARIOS;Herbicidas;1.166;2022;26,18;17701,34907;Fincas Viejas;0,065886637;1.166
03 - Puente Alto;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;636;2022;26,18;11376,43478;Fincas Viejas;0,039899042;636
03 - Puente Alto;Energia Fincas;Energia Fincas;660;2022;26,18;20038,83431;Fincas Viejas;0,032917765;660
03 - Puente Alto;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;195;2022;26,18;14555,54351;Fincas Viejas;0,013388179;195
03 - Puente Alto;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones Repuestos;1.366;2022;26,18;56355,17907;Fincas Viejas;0,025882627;1.366
02 - Camino Truncado;INVERSIONES;Inversiones;1.117;2022;66,0438;36588,28655;Fincas Viejas;0,031368691;1.117
02 - Camino Truncado;PERSONAL FINCA;Contratados;1.488;2022;66,0438;50924,80201;Fincas Viejas;0,029225983;1.488
04 - El Espejo;PERSONAL FINCA;Contratados;39.753;2022;29,86;166713,3319;El Espejo;0,23845037;39.753
04 - El Espejo;INVERSIONES;Inversiones;13.258;2022;29,86;34828,98856;El Espejo;0,300394033;13.258
01 - La Chimbera;PERSONAL FINCA;Contratados;1.638;2022;40,5;50924,80201;Fincas Viejas;0,032171601;1.638
03 - Puente Alto;PERSONAL FINCA;Contratados;171;2022;26,18;50924,80201;Fincas Viejas;0,003348411;171
04 - El Espejo;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;20;2022;29,86;1559,728385;El Espejo;0,012728461;20
01 - LA CHIMBERA;COSECHA;Combustible Cosecha;501;2022;40,5;2352,508076;Fincas Viejas;0,212942433;501
03 - PUENTE ALTO;COSECHA;Combustible Cosecha;228;2022;26,18;2352,508076;Fincas Viejas;0,096875948;228
02 - CAMINO TRUNCADO;SECADO;Flete Secado;1.204;2022;66,0438;20631,55427;Fincas Viejas;0,058351566;1.204
02 - CAMINO TRUNCADO;COSECHA;Cosecha;11.654;2022;66,0438;41034,66541;Fincas Viejas;0,284001179;11.654
04 - EL ESPEJO;SECADO;Flete Secado;2.527;2022;29,86;2527,056237;El Espejo;1;2.527
04 - EL ESPEJO;SECADO;Alquiler Maquinaria Sec;2.621;2022;29,86;2620,904546;El Espejo;1;2.621
01 - LA CHIMBERA;COSECHA;Cosecha;7.106;2022;40,5;41034,66541;Fincas Viejas;0,173169046;7.106
03 - PUENTE ALTO;COSECHA;Cosecha;7.622;2022;26,18;41034,66541;Fincas Viejas;0,185752998;7.622
02 - CAMINO TRUNCADO;COSECHA;Combustible Cosecha;1.074;2022;66,0438;2352,508076;Fincas Viejas;0,456414636;1.074
04 - EL ESPEJO;COSECHA;Cosecha;11.636;2022;29,86;11636,29049;El Espejo;1;11.636
04 - EL ESPEJO;SECADO;Jornales Secado;2.333;2022;29,86;2333,037739;El Espejo;1;2.333
04 - EL ESPEJO;SECADO;Combustible Secado;155;2022;29,86;155,058083;El Espejo;1;155
04 - EL ESPEJO;COSECHA;Combustible Cosecha;313;2022;29,86;313,2486524;El Espejo;1;313
02 - CAMINO TRUNCADO;FITOSANITARIOS;Coadyuvantes;314;2022;66,0438;627,8773585;Fincas Viejas;0,5;314
04 - EL ESPEJO;FITOSANITARIOS;Foliares;1.881;2022;29,86;1881,042736;El Espejo;1;1.881
01 - LA CHIMBERA;FITOSANITARIOS;Coadyuvantes;188;2022;40,5;627,8773585;Fincas Viejas;0,3;188
03 - PUENTE ALTO;FITOSANITARIOS;Coadyuvantes;126;2022;26,18;627,8773585;Fincas Viejas;0,2;126
04 - EL ESPEJO;COSECHA;Alquiler Maquinaria Cos;825;2022;29,86;825,2830189;El Espejo;1;825
01 - LA CHIMBERA;SECADO;Flete Secado;7.112;2022;40,5;20631,55427;Fincas Viejas;0,344735426;7.112
02 - CAMINO TRUNCADO;COSECHA;Alquiler Maquinaria Cos;3.158;2022;66,0438;21968,39122;Fincas Viejas;0,143742745;3.158
02 - CAMINO TRUNCADO;SECADO;Alquiler Maquinaria Sec;4.361;2022;66,0438;15182,73372;Fincas Viejas;0,287251797;4.361
01 - LA CHIMBERA;COSECHA;Alquiler Maquinaria Cos;5.852;2022;40,5;21968,39122;Fincas Viejas;0,266383238;5.852
03 - PUENTE ALTO;COSECHA;Alquiler Maquinaria Cos;5.439;2022;26,18;21968,39122;Fincas Viejas;0,247565095;5.439
01 - LA CHIMBERA;SECADO;Alquiler Maquinaria Sec;2.920;2022;40,5;15182,73372;Fincas Viejas;0,192320947;2.920
03 - PUENTE ALTO;SECADO;Alquiler Maquinaria Sec;1.947;2022;26,18;15182,73372;Fincas Viejas;0,128213965;1.947
03 - PUENTE ALTO;SECADO;Flete Secado;5.817;2022;26,18;20631,55427;Fincas Viejas;0,281930313;5.817
02 - Camino Truncado;COSECHA;Combustible Cosecha;120;2022;66,0438;2352,508076;Fincas Viejas;0,051096121;120
02 - Camino Truncado;SECADO;Combustible Secado;220;2022;66,0438;1914,035668;Fincas Viejas;0,11480873;220
02 - Camino Truncado;SECADO;Alquiler Maquinaria Sec;5.955;2022;66,0438;15182,73372;Fincas Viejas;0,392213291;5.955
04 - El Espejo;FITOSANITARIOS;Coadyuvantes;98;2022;29,86;791,5443954;El Espejo;0,124294349;98
01 - La Chimbera;INVERSIONES;Inversiones;87;2022;40,5;36588,28655;Fincas Viejas;0,002432585;87
01 - La Chimbera;COSECHA;Combustible Cosecha;171;2022;40,5;2352,508076;Fincas Viejas;0,072812861;171
03 - Puente Alto;INVERSIONES;Inversiones;87;2022;26,18;36588,28655;Fincas Viejas;0,002432585;87
03 - Puente Alto;COSECHA;Combustible Cosecha;258;2022;26,18;2352,508076;Fincas Viejas;0,109858001;258
02 - Camino Truncado;COSECHA;Cosecha;7.098;2022;66,0438;41034,66541;Fincas Viejas;0,172971789;7.098
02 - Camino Truncado;SECADO;Jornales Secado;3.430;2022;66,0438;34302,7979;Fincas Viejas;0,099987751;3.430
01 - La Chimbera;SECADO;Combustible Secado;132;2022;40,5;1914,035668;Fincas Viejas;0,068885238;132
03 - Puente Alto;SECADO;Combustible Secado;88;2022;26,18;1914,035668;Fincas Viejas;0,045923492;88
01 - La Chimbera;COSECHA;Cosecha;2.620;2022;40,5;41034,66541;Fincas Viejas;0,063857161;2.620
03 - Puente Alto;COSECHA;Cosecha;4.934;2022;26,18;41034,66541;Fincas Viejas;0,120247828;4.934
01 - La Chimbera;SECADO;Jornales Secado;2.058;2022;40,5;34302,7979;Fincas Viejas;0,059992651;2.058
03 - Puente Alto;SECADO;Jornales Secado;1.372;2022;26,18;34302,7979;Fincas Viejas;0,039995101;1.372
02 - Camino Truncado;ADMINISTRACION;Administracion Rosario;3.880;2022;66,0438;44346,5379;Fincas Viejas;0,087495687;3.880
04 - El Espejo;ADMINISTRACION;Administracion Rosario;5.820;2022;29,86;32113,0102;El Espejo;0,181241066;5.820
01 - La Chimbera;ADMINISTRACION;Administracion Rosario;2.494;2022;40,5;44346,5379;Fincas Viejas;0,056247227;2.494
03 - Puente Alto;ADMINISTRACION;Administracion Rosario;1.663;2022;26,18;44346,5379;Fincas Viejas;0,037498152;1.663
02 - Camino Truncado;PERSONAL FINCA;Cargas Sociales;1.517;2022;66,0438;32713,69001;Fincas Viejas;0,046383653;1.517
04 - El Espejo;PERSONAL FINCA;Cargas Sociales;905;2022;29,86;12338,74239;El Espejo;0,073385049;905
01 - La Chimbera;PERSONAL FINCA;Cargas Sociales;1.003;2022;40,5;32713,69001;Fincas Viejas;0,030660313;1.003
03 - Puente Alto;PERSONAL FINCA;Cargas Sociales;690;2022;26,18;32713,69001;Fincas Viejas;0,021101634;690
02 - Camino Truncado;PERSONAL FINCA;Encargados;880;2022;66,0438;25139,66112;Fincas Viejas;0,035020704;880
03 - Puente Alto;PERSONAL FINCA;Encargados;734;2022;26,18;25139,66112;Fincas Viejas;0,029215778;734
04 - El Espejo;PERSONAL FINCA;Encargados;1.131;2022;29,86;6889,231353;El Espejo;0,164135673;1.131
01 - La Chimbera;PERSONAL FINCA;Encargados;660;2022;40,5;25139,66112;Fincas Viejas;0,026246305;660
01 - La Chimbera;PERSONAL FINCA;Permanentes;1.610;2022;40,5;114796,9447;Fincas Viejas;0,014021306;1.610
03 - Puente Alto;PERSONAL FINCA;Permanentes;1.898;2022;26,18;114796,9447;Fincas Viejas;0,016536738;1.898
04 - El Espejo;PERSONAL FINCA;Permanentes;3.563;2022;29,86;41582,65778;El Espejo;0,085675533;3.563
02 - Camino Truncado;PERSONAL FINCA;Permanentes;2.765;2022;66,0438;114796,9447;Fincas Viejas;0,024084473;2.765
02 - Camino Truncado;PERSONAL FINCA;Direccion Tecnica;596;2022;66,0438;13813,56488;Fincas Viejas;0,04313321;596
01 - La Chimbera;PERSONAL FINCA;Direccion Tecnica;357;2022;40,5;13813,56488;Fincas Viejas;0,025879926;357
03 - Puente Alto;PERSONAL FINCA;Direccion Tecnica;238;2022;26,18;13813,56488;Fincas Viejas;0,017253284;238
01 - La Chimbera;SECADO;Flete Secado;2.438;2022;40,5;20631,55427;Fincas Viejas;0,118180515;2.438
02 - Camino Truncado;SECADO;Flete Secado;734;2022;66,0438;20631,55427;Fincas Viejas;0,035573905;734
03 - Puente Alto;SECADO;Flete Secado;3.326;2022;26,18;20631,55427;Fincas Viejas;0,161228275;3.326
02 - Camino Truncado;COSECHA;Alquiler Maquinaria Cos;2.246;2022;66,0438;21968,39122;Fincas Viejas;0,10224812;2.246
01 - La Chimbera;COSECHA;Alquiler Maquinaria Cos;2.246;2022;40,5;21968,39122;Fincas Viejas;0,10224812;2.246
03 - Puente Alto;COSECHA;Alquiler Maquinaria Cos;3.028;2022;26,18;21968,39122;Fincas Viejas;0,137812683;3.028
02 - CAMINO TRUNCADO;FITOSANITARIOS;Hormonas;765;2022;66,0438;1530,334513;Fincas Viejas;0,5;765
01 - LA CHIMBERA;FITOSANITARIOS;Hormonas;459;2022;40,5;1530,334513;Fincas Viejas;0,3;459
03 - PUENTE ALTO;FITOSANITARIOS;Hormonas;306;2022;26,18;1530,334513;Fincas Viejas;0,2;306
02 - CAMINO TRUNCADO;ADMINISTRACION;Administracion San Juan;16.986;2023;66,0438;33742;Fincas Viejas;0,492453864;16.986
02 - CAMINO TRUNCADO;Energia Fincas;Energia Fincas;8.532;2023;66,0438;0;Fincas Viejas;0,328893054;8.532
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones repuestos;6.172;2023;66,0438;44753;Fincas Viejas;0,133678369;6.172
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;853;2023;66,0438;19125;Fincas Viejas;0,053650295;853
02 - CAMINO TRUNCADO;SECADO;Combustible Secado;1.154;2023;66,0438;2876;Fincas Viejas;0,427855067;1.154
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;5.660;2023;66,0438;20245;Fincas Viejas;0,290781376;5.660
02 - CAMINO TRUNCADO;PERSONAL FINCA;Permanentes;63.617;2023;66,0438;122942;Fincas Viejas;0,512118006;63.617
02 - CAMINO TRUNCADO;PERSONAL FINCA;Cargas Sociales;19.677;2023;66,0438;31169;Fincas Viejas;0,616356565;19.677
02 - CAMINO TRUNCADO;INVERSIONES;Inversiones;25.315;2023;66,0438;47494;Fincas Viejas;0,429105788;25.315
02 - CAMINO TRUNCADO;PERSONAL FINCA;Contratados;9.805;2023;66,0438;50517;Fincas Viejas;0,171001259;9.805
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;623;2023;66,0438;2734;Fincas Viejas;0,167048163;623
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones repuestos;7.062;2023;40,5;44753;Fincas Viejas;0,152957159;7.062
01 - LA CHIMBERA;ADMINISTRACION;Administracion San Juan;10.288;2023;40,5;33742;Fincas Viejas;0,298262898;10.288
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;336;2023;40,5;19125;Fincas Viejas;0,021163946;336
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;3.653;2023;40,5;20245;Fincas Viejas;0,187670546;3.653
01 - LA CHIMBERA;Energia Fincas;Energia Fincas;12.238;2023;40,5;0;Fincas Viejas;0,471764094;12.238
01 - LA CHIMBERA;SECADO;Combustible Secado;309;2023;40,5;2876;Fincas Viejas;0,114458886;309
01 - LA CHIMBERA;PERSONAL FINCA;Permanentes;37.349;2023;40,5;122942;Fincas Viejas;0,300658553;37.349
01 - LA CHIMBERA;PERSONAL FINCA;Cargas Sociales;10.876;2023;40,5;31169;Fincas Viejas;0,340687015;10.876
01 - LA CHIMBERA;PERSONAL FINCA;Contratados;7.500;2023;40,5;50517;Fincas Viejas;0,130805189;7.500
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;761;2023;40,5;2734;Fincas Viejas;0,204000117;761
03 - PUENTE ALTO;ADMINISTRACION;Administracion San Juan;6.979;2023;26,18;33742;Fincas Viejas;0,202340402;6.979
03 - PUENTE ALTO;Energia Fincas;Energia Fincas;863;2023;26,18;0;Fincas Viejas;0,03327311;863
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones repuestos;4.170;2023;26,18;44753;Fincas Viejas;0,090322108;4.170
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;278;2023;26,18;19125;Fincas Viejas;0,01748209;278
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;2.632;2023;26,18;20245;Fincas Viejas;0,135221255;2.632
03 - PUENTE ALTO;PERSONAL FINCA;Permanentes;20.787;2023;26,18;122942;Fincas Viejas;0,167338515;20.787
03 - PUENTE ALTO;PERSONAL FINCA;Cargas Sociales;1.371;2023;26,18;31169;Fincas Viejas;0,04295642;1.371
03 - PUENTE ALTO;PERSONAL FINCA;Contratados;4.904;2023;26,18;50517;Fincas Viejas;0,085526103;4.904
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;164;2023;26,18;2734;Fincas Viejas;0,043882125;164
04 - EL ESPEJO;ADMINISTRACION;Administracion San Juan;23.555;2023;55,89;24186;El Espejo;0,987871542;23.555
04 - EL ESPEJO;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones repuestos;17.242;2023;55,89;48935;El Espejo;0,348187833;17.242
04 - EL ESPEJO;Energia Fincas;Energia Fincas;81.726;2023;55,89;0;El Espejo;0,906056054;81.726
04 - EL ESPEJO;INVERSIONES;Inversiones;35.785;2023;55,89;112022;El Espejo;0,319446321;35.785
04 - EL ESPEJO;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;522;2023;55,89;25476;El Espejo;0,019771179;522
04 - EL ESPEJO;FITOSANITARIOS;Herbicidas;1.116;2023;55,89;9847;El Espejo;0,094768136;1.116
04 - EL ESPEJO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;2.727;2023;55,89;6015;El Espejo;0,474553968;2.727
04 - EL ESPEJO;PERSONAL FINCA;Permanentes;74.953;2023;55,89;76690;El Espejo;0,995373833;74.953
04 - EL ESPEJO;PERSONAL FINCA;Cargas Sociales;20.281;2023;55,89;20339;El Espejo;1;20.281
04 - EL ESPEJO;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;351;2023;55,89;695;El Espejo;0,56584285;351
04 - EL ESPEJO;PERSONAL FINCA;Contratados;107.939;2023;55,89;222862;El Espejo;0,448886185;107.939
02 - CAMINO TRUNCADO;ADMINISTRACION;Administracion Rosario;21.903;2023;66,0438;44934;Fincas Viejas;0,489458568;21.903
02 - CAMINO TRUNCADO;PERSONAL FINCA;Encargados;10.014;2023;66,0438;21931;Fincas Viejas;0,452624561;10.014
01 - LA CHIMBERA;ADMINISTRACION;Administracion Rosario;13.332;2023;40,5;44934;Fincas Viejas;0,297922349;13.332
03 - PUENTE ALTO;ADMINISTRACION;Administracion Rosario;9.515;2023;26,18;44934;Fincas Viejas;0,212619083;9.515
04 - EL ESPEJO;ADMINISTRACION;Administracion Rosario;50.509;2023;55,89;50671;El Espejo;1;50.509
01 - LA CHIMBERA;PERSONAL FINCA;Encargados;3.979;2023;40,5;21931;Fincas Viejas;0,179844583;3.979
03 - PUENTE ALTO;PERSONAL FINCA;Encargados;8.131;2023;26,18;21931;Fincas Viejas;0,367530856;8.131
04 - EL ESPEJO;PERSONAL FINCA;Encargados;8.712;2023;55,89;8523;El Espejo;1;8.712
02 - CAMINO TRUNCADO;PERSONAL FINCA;Direccion Tecnica;5.069;2023;66,0438;12046;Fincas Viejas;0,423383818;5.069
01 - LA CHIMBERA;PERSONAL FINCA;Direccion Tecnica;3.041;2023;40,5;12046;Fincas Viejas;0,254030291;3.041
03 - PUENTE ALTO;PERSONAL FINCA;Direccion Tecnica;2.054;2023;26,18;12046;Fincas Viejas;0,171603607;2.054
02 - CAMINO TRUNCADO;COSECHA;Cosecha;16.247;2023;66,0438;65735;Fincas Viejas;0,243285865;16.247
02 - CAMINO TRUNCADO;SECADO;Jornales Secado;9.645;2023;66,0438;28600;Fincas Viejas;0,386267194;9.645
01 - LA CHIMBERA;COSECHA;Cosecha;7.599;2023;40,5;65735;Fincas Viejas;0,113788268;7.599
04 - EL ESPEJO;COSECHA;Cosecha;47.484;2023;55,89;97248;El Espejo;0,488281167;47.484
04 - EL ESPEJO;SECADO;Jornales Secado;3.071;2023;55,89;6053;El Espejo;0,532955422;3.071
02 - CAMINO TRUNCADO;COSECHA;Alquiler Maquinaria Cos;11.054;2023;66,0438;14857;Fincas Viejas;0,743990385;11.054
02 - CAMINO TRUNCADO;SECADO;Alquiler Maquinaria Sec;3.410;2023;66,0438;9819;Fincas Viejas;0,347234953;3.410
04 - EL ESPEJO;COSECHA;Alquiler Maquinaria Cos;4.700;2023;55,89;4700;El Espejo;1;4.700
04 - EL ESPEJO;SECADO;Alquiler Maquinaria Sec;7.587;2023;55,89;7587;El Espejo;1;7.587
03 - PUENTE ALTO;COSECHA;Cosecha;2.679;2023;26,18;65735;Fincas Viejas;0,040117494;2.679
01 - LA CHIMBERA;SECADO;Alquiler Maquinaria Sec;2.046;2023;40,5;9819;Fincas Viejas;0,208340972;2.046
03 - PUENTE ALTO;SECADO;Alquiler Maquinaria Sec;1.364;2023;26,18;9819;Fincas Viejas;0,138893981;1.364
03 - PUENTE ALTO;COSECHA;Alquiler Maquinaria Cos;2.304;2023;26,18;14857;Fincas Viejas;0,155048077;2.304
01 - LA CHIMBERA;SECADO;Flete Secado;9.805;2023;40,5;12427;Fincas Viejas;0,78901382;9.805
02 - CAMINO TRUNCADO;COSECHA;Flete Cosecha;2.526;2023;66,0438;2526;Fincas Viejas;0,960176229;2.526
03 - PUENTE ALTO;SECADO;Flete Secado;2.622;2023;26,18;12427;Fincas Viejas;0,21098618;2.622
04 - EL ESPEJO;SECADO;Flete Secado;743;2023;55,89;885;El Espejo;0,839728166;743
01 - LA CHIMBERA;SECADO;Jornales Secado;5.334;2023;40,5;28600;Fincas Viejas;0,213603387;5.334
03 - PUENTE ALTO;SECADO;Jornales Secado;3.556;2023;26,18;28600;Fincas Viejas;0,142402258;3.556
01 - LA CHIMBERA;COSECHA;Alquiler Maquinaria Cos;1.500;2023;40,5;14857;Fincas Viejas;0,100961538;1.500
02 - CAMINO TRUNCADO;SECADO;Alquiler Maquinaria Sec;1.500;2023;66,0438;9819;Fincas Viejas;0,152765047;1.500
01 - LA CHIMBERA;SECADO;Alquiler Maquinaria Sec;900;2023;40,5;9819;Fincas Viejas;0,091659028;900
03 - PUENTE ALTO;SECADO;Alquiler Maquinaria Sec;600;2023;26,18;9819;Fincas Viejas;0,061106019;600
01 - LA CHIMBERA;Fertilizantes;Inorganicos;29.392;2023;40,5;100787;Fincas Viejas;0,30257699;29.392
02 - CAMINO TRUNCADO;Fertilizantes;Inorganicos;48.227;2023;66,0438;100787;Fincas Viejas;0,496481222;48.227
03 - PUENTE ALTO;Fertilizantes;Inorganicos;19.519;2023;26,18;100787;Fincas Viejas;0,200941789;19.519
04 - EL ESPEJO;Fertilizantes;Inorganicos;104.971;2023;55,89;108784;El Espejo;1;104.971
01 - LA CHIMBERA;COSECHA;Combustible Cosecha;965;2023;40,5;3099;Fincas Viejas;0,311242033;965
02 - CAMINO TRUNCADO;COSECHA;Combustible Cosecha;1.414;2023;66,0438;3099;Fincas Viejas;0,456137719;1.414
04 - EL ESPEJO;COSECHA;Combustible Cosecha;145;2023;55,89;1822;El Espejo;0,079709698;145
04 - EL ESPEJO;SECADO;Combustible Secado;19;2023;55,89;1140;El Espejo;0,016874699;19
03 - PUENTE ALTO;COSECHA;Combustible Cosecha;460;2023;26,18;3099;Fincas Viejas;0,148380843;460
03 - PUENTE ALTO;SECADO;Combustible Secado;49;2023;26,18;2876;Fincas Viejas;0,018305819;49
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;4.757;2023;66,0438;19125;Fincas Viejas;0,299234319;4.757
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones repuestos;10.960;2023;66,0438;44753;Fincas Viejas;0,237381975;10.960
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;896;2023;66,0438;20245;Fincas Viejas;0,046011629;896
